id_orden,id_cuenta,id_cliente,sexo_cliente,edad_cliente,fecha_apertura_cuenta,id_distrito,nombre_distrito,region,bank_to,account_to,k_symbol,categoria_orden,monto_orden
30609,828,996,F,18,1997-02-12,1,Hl.m. Praha,Prague,KL,18580800,SIPO,Servicios del Hogar,8852.0
30610,829,997,M,48,1996-11-10,59,Kromeriz,south Moravia,UV,85781967,SIPO,Servicios del Hogar,2120.0
30611,831,1001,M,51,1996-09-18,44,Chrudim,east Bohemia,QR,94460784,SIPO,Servicios del Hogar,2291.0
30612,832,1002,F,54,1996-05-24,42,Havlickuv Brod,east Bohemia,GH,30598807,SIPO,Servicios del Hogar,2135.0
30613,833,1003,F,61,1996-08-29,31,Tachov,west Bohemia,GH,3151357,SIPO,Servicios del Hogar,3462.0
30614,834,1004,M,41,1997-05-23,3,Beroun,central Bohemia,CD,48387557,SIPO,Servicios del Hogar,2473.0
30617,836,1006,F,56,1996-07-28,46,Nachod,east Bohemia,AB,7416719,SIPO,Servicios del Hogar,125.0
30618,836,1006,F,56,1996-07-28,46,Nachod,east Bohemia,MN,12516117,SIN_ESPECIFICAR,Sin Especificar,2934.0
30619,837,1008,M,42,1993-09-18,46,Nachod,east Bohemia,AB,57949954,SIPO,Servicios del Hogar,9250.0
30620,839,1011,M,59,1995-01-17,16,Jindrichuv Hradec,south Bohemia,GH,73115485,SIPO,Servicios del Hogar,4254.0
30621,840,1012,F,32,1996-03-12,70,Karvina,north Moravia,MN,8011526,SIPO,Servicios del Hogar,4606.0
30622,841,1014,M,67,1993-11-04,1,Hl.m. Praha,Prague,IJ,1747614,SIPO,Servicios del Hogar,2109.0
30623,842,1015,M,64,1995-04-07,62,Uherske Hradiste,south Moravia,IJ,84613001,SIPO,Servicios del Hogar,3278.0
30624,843,1017,F,55,1997-04-09,6,Kutna Hora,central Bohemia,EF,10746133,SIPO,Servicios del Hogar,955.0
30625,843,1017,F,55,1997-04-09,6,Kutna Hora,central Bohemia,WX,32156717,SIN_ESPECIFICAR,Sin Especificar,128.0
30626,843,1017,F,55,1997-04-09,6,Kutna Hora,central Bohemia,WX,16661399,POJISTNE,Pago de Seguros,897.0
30627,844,1018,M,53,1994-04-28,53,Blansko,south Moravia,ST,37441408,SIPO,Servicios del Hogar,1640.0
30628,844,1018,M,53,1994-04-28,53,Blansko,south Moravia,GH,24649799,SIN_ESPECIFICAR,Sin Especificar,12531.0
30629,845,1019,F,52,1997-12-27,14,Ceske Budejovice,south Bohemia,IJ,33191889,SIPO,Servicios del Hogar,9651.0
30630,846,1020,F,21,1996-03-09,72,Olomouc,north Moravia,WX,61563986,UVER,Cuota de Prestamo,7796.0
30631,848,1022,M,58,1996-06-16,31,Tachov,west Bohemia,OP,79923873,SIPO,Servicios del Hogar,3400.0
30632,848,1022,M,58,1996-06-16,31,Tachov,west Bohemia,ST,72638684,SIN_ESPECIFICAR,Sin Especificar,1590.0
30633,848,1022,M,58,1996-06-16,31,Tachov,west Bohemia,UV,7052839,POJISTNE,Pago de Seguros,1025.0
30634,850,1024,M,42,1997-03-07,25,Klatovy,west Bohemia,EF,23098129,SIPO,Servicios del Hogar,14811.0
30635,851,1025,M,34,1994-09-23,15,Cesky Krumlov,south Bohemia,KL,59494537,LEASING,Arrendamiento / Leasing,2090.0
30636,851,1025,M,34,1994-09-23,15,Cesky Krumlov,south Bohemia,GH,75825410,SIPO,Servicios del Hogar,3254.0
30637,851,1025,M,34,1994-09-23,15,Cesky Krumlov,south Bohemia,IJ,26014739,SIN_ESPECIFICAR,Sin Especificar,881.0
30638,852,1026,M,19,1997-10-23,57,Hodonin,south Moravia,GH,3289789,SIPO,Servicios del Hogar,69.0
30639,852,1026,M,19,1997-10-23,57,Hodonin,south Moravia,KL,63201045,SIN_ESPECIFICAR,Sin Especificar,2013.0
30640,853,1027,F,58,1996-03-20,1,Hl.m. Praha,Prague,AB,85631608,SIPO,Servicios del Hogar,4673.0
30641,853,1027,F,58,1996-03-20,1,Hl.m. Praha,Prague,QR,71826153,SIN_ESPECIFICAR,Sin Especificar,1378.0
30642,854,1029,F,44,1993-09-21,62,Uherske Hradiste,south Moravia,AB,21777671,SIPO,Servicios del Hogar,382.0
30643,854,1029,F,44,1993-09-21,62,Uherske Hradiste,south Moravia,KL,41849011,SIN_ESPECIFICAR,Sin Especificar,1105.0
30644,854,1029,F,44,1993-09-21,62,Uherske Hradiste,south Moravia,IJ,6306148,POJISTNE,Pago de Seguros,2843.0
30645,854,1029,F,44,1993-09-21,62,Uherske Hradiste,south Moravia,OP,54977858,UVER,Cuota de Prestamo,1817.0
30646,855,1030,M,51,1994-03-28,1,Hl.m. Praha,Prague,KL,31062770,SIPO,Servicios del Hogar,6608.0
30647,856,1031,F,30,1996-03-03,2,Benesov,central Bohemia,UV,71847098,SIPO,Servicios del Hogar,3625.0
30648,856,1031,F,30,1996-03-03,2,Benesov,central Bohemia,ST,69347637,SIN_ESPECIFICAR,Sin Especificar,571.0
30649,856,1031,F,30,1996-03-03,2,Benesov,central Bohemia,CD,45113939,POJISTNE,Pago de Seguros,137.0
30650,856,1031,F,30,1996-03-03,2,Benesov,central Bohemia,KL,66175556,SIN_ESPECIFICAR,Sin Especificar,1404.0
30651,857,1032,F,60,1993-09-16,77,Vsetin,north Moravia,AB,51452183,SIPO,Servicios del Hogar,3019.0
30652,858,1034,F,24,1996-07-13,52,Usti nad Orlici,east Bohemia,ST,28566694,SIPO,Servicios del Hogar,5456.0
30653,859,1035,F,27,1997-08-26,13,Rakovnik,central Bohemia,ST,87632876,SIPO,Servicios del Hogar,463.0
30654,859,1035,F,27,1997-08-26,13,Rakovnik,central Bohemia,MN,97751479,SIN_ESPECIFICAR,Sin Especificar,855.0
30655,859,1035,F,27,1997-08-26,13,Rakovnik,central Bohemia,AB,76049786,POJISTNE,Pago de Seguros,1657.0
30656,859,1035,F,27,1997-08-26,13,Rakovnik,central Bohemia,IJ,37609326,SIN_ESPECIFICAR,Sin Especificar,955.0
30657,860,1037,F,33,1993-03-19,1,Hl.m. Praha,Prague,AB,19660163,SIPO,Servicios del Hogar,8071.0
30658,861,1038,F,37,1993-09-13,22,Domazlice,west Bohemia,ST,19577122,SIPO,Servicios del Hogar,9105.0
30659,861,1038,F,37,1993-09-13,22,Domazlice,west Bohemia,IJ,36303168,SIN_ESPECIFICAR,Sin Especificar,478.0
30660,862,1039,F,18,1993-02-02,64,Zlin,south Moravia,AB,95404332,SIPO,Servicios del Hogar,3122.0
30661,863,1040,M,38,1993-05-16,71,Novy Jicin,north Moravia,UV,57466894,LEASING,Arrendamiento / Leasing,4433.0
30662,863,1040,M,38,1993-05-16,71,Novy Jicin,north Moravia,CD,35133409,SIPO,Servicios del Hogar,6087.0
30663,864,1041,M,37,1997-07-08,72,Olomouc,north Moravia,MN,78955989,SIPO,Servicios del Hogar,3699.0
30664,865,1042,F,32,1996-03-18,17,Pelhrimov,south Bohemia,QR,38805490,SIPO,Servicios del Hogar,409.0
30665,865,1042,F,32,1996-03-18,17,Pelhrimov,south Bohemia,OP,20329344,SIN_ESPECIFICAR,Sin Especificar,1885.0
30666,866,1044,F,27,1993-01-10,9,Nymburk,central Bohemia,YZ,81990486,SIPO,Servicios del Hogar,465.0
30667,866,1044,F,27,1993-01-10,9,Nymburk,central Bohemia,EF,26753026,SIN_ESPECIFICAR,Sin Especificar,38.0
30668,866,1044,F,27,1993-01-10,9,Nymburk,central Bohemia,CD,94022661,POJISTNE,Pago de Seguros,504.0
30669,866,1044,F,27,1993-01-10,9,Nymburk,central Bohemia,MN,70676672,SIN_ESPECIFICAR,Sin Especificar,3844.0
30670,867,1045,F,51,1997-11-09,60,Prostejov,south Moravia,EF,96948867,SIPO,Servicios del Hogar,9718.0
30671,867,1045,F,51,1997-11-09,60,Prostejov,south Moravia,ST,12128901,SIN_ESPECIFICAR,Sin Especificar,2820.0
30672,867,1045,F,51,1997-11-09,60,Prostejov,south Moravia,IJ,10908985,POJISTNE,Pago de Seguros,405.0
30673,868,1046,M,23,1997-05-26,1,Hl.m. Praha,Prague,ST,6806827,SIPO,Servicios del Hogar,3239.0
30674,868,1046,M,23,1997-05-26,1,Hl.m. Praha,Prague,ST,2121645,SIN_ESPECIFICAR,Sin Especificar,3119.0
30675,870,1048,F,24,1995-03-27,70,Karvina,north Moravia,EF,43178206,SIPO,Servicios del Hogar,4562.0
30676,871,1049,M,56,1996-09-02,1,Hl.m. Praha,Prague,OP,96428060,SIPO,Servicios del Hogar,5168.0
30677,872,1050,F,27,1997-01-18,27,Plzen - jih,west Bohemia,QR,4002279,SIPO,Servicios del Hogar,2762.0
30678,873,1051,F,27,1997-04-26,73,Opava,north Moravia,CD,22322130,SIPO,Servicios del Hogar,878.0
30679,873,1051,F,27,1997-04-26,73,Opava,north Moravia,QR,57947230,SIN_ESPECIFICAR,Sin Especificar,1540.0
30680,873,1051,F,27,1997-04-26,73,Opava,north Moravia,YZ,91838556,POJISTNE,Pago de Seguros,2211.0
30681,873,1051,F,27,1997-04-26,73,Opava,north Moravia,UV,38070190,UVER,Cuota de Prestamo,2975.0
30682,874,1052,M,34,1996-03-23,56,Breclav,south Moravia,YZ,10270870,LEASING,Arrendamiento / Leasing,1642.0
30683,874,1052,M,34,1996-03-23,56,Breclav,south Moravia,OP,10934925,SIPO,Servicios del Hogar,1053.0
30684,874,1052,M,34,1996-03-23,56,Breclav,south Moravia,ST,22497678,SIN_ESPECIFICAR,Sin Especificar,7025.0
30685,875,1054,M,74,1995-05-17,63,Vyskov,south Moravia,OP,9408325,SIPO,Servicios del Hogar,3837.0
30686,876,1055,M,79,1997-10-26,4,Kladno,central Bohemia,OP,8003074,SIPO,Servicios del Hogar,3796.0
30687,877,1056,M,35,1996-05-29,1,Hl.m. Praha,Prague,UV,40519672,SIPO,Servicios del Hogar,2115.0
30688,877,1056,M,35,1996-05-29,1,Hl.m. Praha,Prague,CD,26341355,SIN_ESPECIFICAR,Sin Especificar,1513.0
30689,878,1057,M,59,1996-06-29,52,Usti nad Orlici,east Bohemia,UV,24647236,SIPO,Servicios del Hogar,3943.0
30690,879,1058,F,23,1997-06-04,9,Nymburk,central Bohemia,MN,22161680,SIPO,Servicios del Hogar,2094.0
30691,880,1059,M,38,1996-12-08,26,Plzen - mesto,west Bohemia,WX,69104659,LEASING,Arrendamiento / Leasing,1690.0
30692,880,1059,M,38,1996-12-08,26,Plzen - mesto,west Bohemia,OP,25282103,SIPO,Servicios del Hogar,4840.0
30698,882,1062,M,23,1993-03-06,9,Nymburk,central Bohemia,CD,5837190,SIPO,Servicios del Hogar,3306.0
30699,883,1064,F,47,1993-12-17,1,Hl.m. Praha,Prague,GH,72100633,SIPO,Servicios del Hogar,6195.0
30700,883,1064,F,47,1993-12-17,1,Hl.m. Praha,Prague,EF,91641729,SIN_ESPECIFICAR,Sin Especificar,1756.0
30701,883,1064,F,47,1993-12-17,1,Hl.m. Praha,Prague,QR,20838284,POJISTNE,Pago de Seguros,455.0
30702,884,1065,M,41,1993-12-07,2,Benesov,central Bohemia,AB,15814888,SIPO,Servicios del Hogar,2259.0
30703,885,1066,M,58,1993-06-25,1,Hl.m. Praha,Prague,GH,90082960,SIPO,Servicios del Hogar,872.0
30704,885,1066,M,58,1993-06-25,1,Hl.m. Praha,Prague,UV,97141348,SIN_ESPECIFICAR,Sin Especificar,2420.0
30705,886,1067,M,46,1993-06-23,1,Hl.m. Praha,Prague,AB,44119823,SIPO,Servicios del Hogar,9034.0
30706,887,1068,F,72,1993-05-05,1,Hl.m. Praha,Prague,EF,94832020,SIPO,Servicios del Hogar,3009.0
30707,888,1069,F,60,1996-10-28,54,Brno - mesto,south Moravia,AB,42709922,SIPO,Servicios del Hogar,1592.0
30708,889,1071,M,73,1997-12-22,43,Hradec Kralove,east Bohemia,YZ,22207898,SIPO,Servicios del Hogar,1292.0
30709,889,1071,M,73,1997-12-22,43,Hradec Kralove,east Bohemia,IJ,99116205,SIPO,Servicios del Hogar,1965.0
30710,890,1072,F,32,1993-02-05,14,Ceske Budejovice,south Bohemia,EF,66783034,SIPO,Servicios del Hogar,3136.0
30711,891,1073,M,74,1996-05-23,34,Chomutov,north Bohemia,MN,68707388,SIPO,Servicios del Hogar,1784.0
30712,892,1075,F,64,1993-03-20,70,Karvina,north Moravia,CD,66285890,SIPO,Servicios del Hogar,406.0
30713,892,1075,F,64,1993-03-20,70,Karvina,north Moravia,CD,25392246,SIPO,Servicios del Hogar,2509.0
30714,894,1077,M,78,1995-08-27,46,Nachod,east Bohemia,QR,4965514,SIPO,Servicios del Hogar,2914.0
30715,895,1078,F,20,1996-03-12,24,Karlovy Vary,west Bohemia,CD,87954961,SIPO,Servicios del Hogar,523.0
30716,895,1078,F,20,1996-03-12,24,Karlovy Vary,west Bohemia,QR,84034579,SIN_ESPECIFICAR,Sin Especificar,1454.0
30717,896,1079,M,37,1995-06-11,3,Beroun,central Bohemia,QR,9933358,SIPO,Servicios del Hogar,3220.0
30718,897,1080,F,48,1993-04-26,38,Louny,north Bohemia,GH,76899188,SIPO,Servicios del Hogar,2910.0
30719,897,1080,F,48,1993-04-26,38,Louny,north Bohemia,AB,1613778,SIN_ESPECIFICAR,Sin Especificar,6676.0
30720,898,1081,M,28,1996-03-27,71,Novy Jicin,north Moravia,EF,70056313,SIPO,Servicios del Hogar,2882.0
30721,898,1081,M,28,1996-03-27,71,Novy Jicin,north Moravia,UV,34259772,SIN_ESPECIFICAR,Sin Especificar,1582.0
30722,899,1082,M,31,1993-06-21,72,Olomouc,north Moravia,YZ,59026044,LEASING,Arrendamiento / Leasing,1627.0
30723,900,1083,M,61,1994-04-26,48,Rychnov nad Kneznou,east Bohemia,ST,51806682,SIPO,Servicios del Hogar,5950.0
30724,901,1085,F,66,1994-07-10,60,Prostejov,south Moravia,UV,93629043,SIPO,Servicios del Hogar,1910.0
30725,902,1086,M,25,1993-06-29,74,Ostrava - mesto,north Moravia,EF,83133846,SIPO,Servicios del Hogar,260.0
30726,902,1086,M,25,1993-06-29,74,Ostrava - mesto,north Moravia,OP,54130822,SIN_ESPECIFICAR,Sin Especificar,1869.0
30727,902,1086,M,25,1993-06-29,74,Ostrava - mesto,north Moravia,QR,46706521,POJISTNE,Pago de Seguros,1726.0
30728,903,1088,F,29,1993-12-10,47,Pardubice,east Bohemia,GH,40163380,SIPO,Servicios del Hogar,2580.0
30729,905,1090,F,59,1996-12-11,35,Jablonec n. Nisou,north Bohemia,EF,79027634,SIPO,Servicios del Hogar,6086.0
30730,905,1090,F,59,1996-12-11,35,Jablonec n. Nisou,north Bohemia,IJ,93500333,SIN_ESPECIFICAR,Sin Especificar,37.0
30731,905,1090,F,59,1996-12-11,35,Jablonec n. Nisou,north Bohemia,KL,13783419,POJISTNE,Pago de Seguros,53.0
30732,906,1091,F,58,1997-12-27,59,Kromeriz,south Moravia,AB,85822999,SIPO,Servicios del Hogar,2240.0
30733,907,1092,F,36,1993-07-09,41,Usti nad Labem,north Bohemia,UV,56898051,SIPO,Servicios del Hogar,2118.0
30734,909,1094,F,38,1997-09-02,30,Sokolov,west Bohemia,ST,43062096,SIPO,Servicios del Hogar,1950.0
30735,910,1096,F,72,1997-02-03,1,Hl.m. Praha,Prague,YZ,11557114,SIPO,Servicios del Hogar,1937.0
30736,911,1098,F,50,1996-08-12,60,Prostejov,south Moravia,GH,17067635,SIPO,Servicios del Hogar,9600.0
30737,911,1098,F,50,1996-08-12,60,Prostejov,south Moravia,WX,10116327,SIN_ESPECIFICAR,Sin Especificar,968.0
30738,912,1099,F,19,1997-04-27,65,Znojmo,south Moravia,WX,13603061,SIPO,Servicios del Hogar,2332.0
30739,913,1100,M,47,1996-05-10,59,Kromeriz,south Moravia,EF,87569880,SIPO,Servicios del Hogar,2128.0
30740,913,1100,M,47,1996-05-10,59,Kromeriz,south Moravia,QR,52878284,SIN_ESPECIFICAR,Sin Especificar,2357.0
30741,913,1100,M,47,1996-05-10,59,Kromeriz,south Moravia,KL,91468649,POJISTNE,Pago de Seguros,4499.0
30742,914,1101,M,52,1993-11-14,73,Opava,north Moravia,UV,90846919,SIPO,Servicios del Hogar,2298.0
30743,915,1102,M,63,1995-01-18,72,Olomouc,north Moravia,MN,88686042,UVER,Cuota de Prestamo,6449.0
30744,915,1102,M,63,1995-01-18,72,Olomouc,north Moravia,EF,73569780,SIPO,Servicios del Hogar,14291.0
30745,916,1103,M,47,1996-08-13,1,Hl.m. Praha,Prague,MN,8061987,SIPO,Servicios del Hogar,5299.0
30746,917,1105,M,56,1995-10-13,56,Breclav,south Moravia,YZ,8629411,SIPO,Servicios del Hogar,4669.0
30747,918,1107,M,37,1996-08-23,60,Prostejov,south Moravia,ST,81464928,SIPO,Servicios del Hogar,10076.0
30748,918,1107,M,37,1996-08-23,60,Prostejov,south Moravia,UV,19973844,SIN_ESPECIFICAR,Sin Especificar,2039.0
30749,919,1108,F,43,1997-03-03,62,Uherske Hradiste,south Moravia,KL,87937092,SIPO,Servicios del Hogar,4850.0
30750,920,1109,F,67,1996-09-05,58,Jihlava,south Moravia,MN,34669208,SIPO,Servicios del Hogar,2437.0
30751,921,1110,F,70,1996-10-08,10,Praha - vychod,central Bohemia,QR,13826614,SIPO,Servicios del Hogar,1240.0
30752,921,1110,F,70,1996-10-08,10,Praha - vychod,central Bohemia,YZ,38948452,SIPO,Servicios del Hogar,536.0
30753,922,1111,M,19,1995-04-27,61,Trebic,south Moravia,AB,51777029,SIPO,Servicios del Hogar,898.0
30754,922,1111,M,19,1995-04-27,61,Trebic,south Moravia,WX,73872160,SIN_ESPECIFICAR,Sin Especificar,255.0
30755,922,1111,M,19,1995-04-27,61,Trebic,south Moravia,EF,77783399,POJISTNE,Pago de Seguros,1652.0
30756,923,1112,F,68,1996-02-07,13,Rakovnik,central Bohemia,YZ,9631318,SIPO,Servicios del Hogar,2087.0
30757,924,1113,M,22,1995-12-09,11,Praha - zapad,central Bohemia,MN,21176868,SIPO,Servicios del Hogar,308.0
30758,924,1113,M,22,1995-12-09,11,Praha - zapad,central Bohemia,MN,71253311,SIN_ESPECIFICAR,Sin Especificar,1904.0
30759,925,1114,M,18,1993-02-23,59,Kromeriz,south Moravia,AB,8015108,SIPO,Servicios del Hogar,5395.0
30760,925,1114,M,18,1993-02-23,59,Kromeriz,south Moravia,EF,71048921,LEASING,Arrendamiento / Leasing,1068.0
30761,926,1115,F,78,1996-11-01,36,Liberec,north Bohemia,UV,50076764,SIPO,Servicios del Hogar,1748.0
30762,927,1116,F,25,1997-04-12,69,Jesenik,north Moravia,AB,99075811,SIPO,Servicios del Hogar,1623.0
30763,927,1116,F,25,1997-04-12,69,Jesenik,north Moravia,OP,57618069,SIN_ESPECIFICAR,Sin Especificar,5782.0
30764,928,1117,F,22,1993-04-26,20,Strakonice,south Bohemia,EF,72199558,SIPO,Servicios del Hogar,4561.0
30765,929,1119,F,18,1993-07-03,54,Brno - mesto,south Moravia,ST,61865889,SIPO,Servicios del Hogar,5884.0
30766,930,1120,F,25,1993-08-03,41,Usti nad Labem,north Bohemia,IJ,14144766,SIPO,Servicios del Hogar,9356.0
30767,931,1121,M,59,1993-10-15,59,Kromeriz,south Moravia,QR,69328868,SIPO,Servicios del Hogar,998.0
30768,931,1121,M,59,1993-10-15,59,Kromeriz,south Moravia,OP,98647319,SIN_ESPECIFICAR,Sin Especificar,1151.0
30769,931,1121,M,59,1993-10-15,59,Kromeriz,south Moravia,KL,13773954,POJISTNE,Pago de Seguros,461.0
30770,931,1121,M,59,1993-10-15,59,Kromeriz,south Moravia,MN,2668875,SIN_ESPECIFICAR,Sin Especificar,864.0
30771,932,1122,M,77,1996-07-08,20,Strakonice,south Bohemia,IJ,95952808,SIPO,Servicios del Hogar,2793.0
30772,933,1124,M,70,1995-11-18,21,Tabor,south Bohemia,GH,91725241,SIPO,Servicios del Hogar,2584.0
30773,934,1125,F,64,1997-11-27,9,Nymburk,central Bohemia,MN,80159562,SIPO,Servicios del Hogar,3236.0
30774,935,1127,M,24,1996-12-25,23,Cheb,west Bohemia,OP,14574545,SIPO,Servicios del Hogar,2118.0
30775,936,1128,M,68,1996-03-02,7,Melnik,central Bohemia,ST,95479797,SIPO,Servicios del Hogar,2780.0
30776,936,1128,M,68,1996-03-02,7,Melnik,central Bohemia,YZ,51554924,SIPO,Servicios del Hogar,224.0
30777,937,1129,M,67,1995-08-26,43,Hradec Kralove,east Bohemia,IJ,99500470,SIPO,Servicios del Hogar,1751.0
30778,938,1130,F,58,1997-12-13,70,Karvina,north Moravia,AB,33329439,SIPO,Servicios del Hogar,3282.0
30779,938,1130,F,58,1997-12-13,70,Karvina,north Moravia,GH,56959378,UVER,Cuota de Prestamo,371.0
30780,939,1131,F,51,1994-10-04,55,Brno - venkov,south Moravia,QR,68136739,SIPO,Servicios del Hogar,2108.0
30781,940,1133,F,40,1994-11-15,37,Litomerice,north Bohemia,OP,99014985,UVER,Cuota de Prestamo,4738.0
30782,941,1135,M,46,1994-06-08,8,Mlada Boleslav,central Bohemia,GH,16961235,SIPO,Servicios del Hogar,3871.0
30783,943,1137,F,21,1993-02-03,1,Hl.m. Praha,Prague,AB,8294791,SIPO,Servicios del Hogar,2144.0
30784,944,1138,F,28,1993-03-08,70,Karvina,north Moravia,IJ,46210002,SIPO,Servicios del Hogar,5361.0
30785,945,1140,M,52,1996-08-16,18,Pisek,south Bohemia,YZ,63545399,SIPO,Servicios del Hogar,8215.0
30786,947,1142,F,52,1993-05-17,59,Kromeriz,south Moravia,GH,67947453,SIPO,Servicios del Hogar,1546.0
30787,947,1142,F,52,1993-05-17,59,Kromeriz,south Moravia,EF,99499773,SIN_ESPECIFICAR,Sin Especificar,1143.0
30791,950,1146,M,33,1993-08-26,49,Semily,east Bohemia,CD,13765102,SIPO,Servicios del Hogar,8910.0
30792,951,1147,M,68,1996-04-28,3,Beroun,central Bohemia,KL,47982436,SIPO,Servicios del Hogar,2371.0
30793,952,1148,M,57,1997-11-09,41,Usti nad Labem,north Bohemia,OP,26491993,SIPO,Servicios del Hogar,4946.0
30794,953,1149,F,22,1995-07-22,14,Ceske Budejovice,south Bohemia,OP,93842464,SIPO,Servicios del Hogar,1768.0
30795,953,1149,F,22,1995-07-22,14,Ceske Budejovice,south Bohemia,OP,89555656,SIN_ESPECIFICAR,Sin Especificar,185.0
30796,954,1150,F,53,1996-01-08,74,Ostrava - mesto,north Moravia,WX,698990,SIPO,Servicios del Hogar,357.0
30797,954,1150,F,53,1996-01-08,74,Ostrava - mesto,north Moravia,AB,55569523,SIN_ESPECIFICAR,Sin Especificar,1242.0
30798,954,1150,F,53,1996-01-08,74,Ostrava - mesto,north Moravia,OP,8703875,POJISTNE,Pago de Seguros,1906.0
30799,955,1151,M,25,1996-07-08,59,Kromeriz,south Moravia,MN,52028411,SIPO,Servicios del Hogar,7411.0
30800,957,1153,F,18,1995-12-22,70,Karvina,north Moravia,CD,90061181,SIPO,Servicios del Hogar,2126.0
30801,958,1154,M,74,1996-06-06,72,Olomouc,north Moravia,OP,78640448,SIPO,Servicios del Hogar,3990.0
30802,959,1156,F,65,1996-02-23,1,Hl.m. Praha,Prague,OP,48082047,SIPO,Servicios del Hogar,579.0
30803,959,1156,F,65,1996-02-23,1,Hl.m. Praha,Prague,QR,1625001,SIPO,Servicios del Hogar,2180.0
30804,960,1157,F,40,1994-11-02,4,Kladno,central Bohemia,YZ,8817315,UVER,Cuota de Prestamo,3151.0
30805,960,1157,F,40,1994-11-02,4,Kladno,central Bohemia,CD,19250178,SIPO,Servicios del Hogar,5940.0
30806,961,1158,F,44,1997-10-18,1,Hl.m. Praha,Prague,ST,58554261,SIPO,Servicios del Hogar,8255.0
30807,963,1161,M,25,1996-08-09,7,Melnik,central Bohemia,QR,19417429,SIPO,Servicios del Hogar,3799.0
30808,965,1163,M,34,1993-08-25,20,Strakonice,south Bohemia,GH,43064683,SIPO,Servicios del Hogar,2853.0
30809,966,1164,F,39,1997-10-14,15,Cesky Krumlov,south Bohemia,GH,93294161,SIPO,Servicios del Hogar,2129.0
30810,967,1165,F,56,1996-08-17,15,Cesky Krumlov,south Bohemia,WX,9696704,SIPO,Servicios del Hogar,6824.0
30811,968,1166,M,39,1995-11-11,74,Ostrava - mesto,north Moravia,YZ,47317737,SIPO,Servicios del Hogar,7262.0
30812,970,1169,F,57,1997-07-20,18,Pisek,south Bohemia,OP,78745192,SIPO,Servicios del Hogar,5260.0
30813,971,1170,M,21,1996-07-18,12,Pribram,central Bohemia,YZ,43347799,SIPO,Servicios del Hogar,3860.0
30814,972,1171,F,24,1996-09-29,46,Nachod,east Bohemia,OP,64758044,SIPO,Servicios del Hogar,897.0
30815,972,1171,F,24,1996-09-29,46,Nachod,east Bohemia,YZ,58550822,SIN_ESPECIFICAR,Sin Especificar,1141.0
30816,973,1172,F,75,1994-11-05,54,Brno - mesto,south Moravia,KL,42422169,SIPO,Servicios del Hogar,2909.0
30817,975,1175,M,73,1996-10-19,1,Hl.m. Praha,Prague,CD,35931646,SIPO,Servicios del Hogar,3550.0
30818,976,1177,F,59,1996-01-27,77,Vsetin,north Moravia,OP,17866748,SIPO,Servicios del Hogar,5244.0
30819,977,1178,F,27,1993-04-26,1,Hl.m. Praha,Prague,ST,60977023,SIPO,Servicios del Hogar,6846.0
30820,978,1179,F,68,1993-08-18,73,Opava,north Moravia,UV,70650827,SIPO,Servicios del Hogar,2062.0
30821,979,1180,M,54,1993-02-16,21,Tabor,south Bohemia,KL,75259256,SIPO,Servicios del Hogar,5354.0
30822,980,1181,M,59,1996-12-11,1,Hl.m. Praha,Prague,ST,79582625,SIPO,Servicios del Hogar,3632.0
30823,980,1181,M,59,1996-12-11,1,Hl.m. Praha,Prague,EF,4869163,SIN_ESPECIFICAR,Sin Especificar,2889.0
30824,981,1182,F,52,1995-03-25,66,Zdar nad Sazavou,south Moravia,UV,83665114,SIPO,Servicios del Hogar,1069.0
30825,981,1182,F,52,1995-03-25,66,Zdar nad Sazavou,south Moravia,MN,79798209,SIN_ESPECIFICAR,Sin Especificar,2769.0
30826,982,1183,M,56,1993-02-05,54,Brno - mesto,south Moravia,IJ,6972080,SIPO,Servicios del Hogar,2505.0
30827,982,1183,M,56,1993-02-05,54,Brno - mesto,south Moravia,AB,29559022,SIN_ESPECIFICAR,Sin Especificar,188.0
30828,982,1183,M,56,1993-02-05,54,Brno - mesto,south Moravia,CD,44355207,POJISTNE,Pago de Seguros,148.0
30829,982,1183,M,56,1993-02-05,54,Brno - mesto,south Moravia,OP,19998705,SIN_ESPECIFICAR,Sin Especificar,192.0
30834,984,1186,F,51,1996-07-10,2,Benesov,central Bohemia,QR,37694537,SIPO,Servicios del Hogar,5911.0
30835,985,1187,F,37,1994-05-29,32,Ceska Lipa,north Bohemia,MN,70730441,SIPO,Servicios del Hogar,2227.0
30836,986,1189,F,66,1996-05-02,74,Ostrava - mesto,north Moravia,AB,23655325,SIPO,Servicios del Hogar,2146.0
30837,987,1190,F,22,1996-08-27,15,Cesky Krumlov,south Bohemia,GH,1669747,SIPO,Servicios del Hogar,3528.0
30838,988,1192,F,73,1994-10-22,10,Praha - vychod,central Bohemia,UV,82773095,SIPO,Servicios del Hogar,2512.0
30839,989,1193,M,72,1994-03-14,19,Prachatice,south Bohemia,CD,77140342,SIPO,Servicios del Hogar,2262.0
30840,989,1193,M,72,1994-03-14,19,Prachatice,south Bohemia,KL,78910153,SIPO,Servicios del Hogar,1147.0
30841,990,1194,F,59,1995-10-11,17,Pelhrimov,south Bohemia,YZ,56577050,SIPO,Servicios del Hogar,7538.0
30842,991,1195,F,59,1993-05-18,39,Most,north Bohemia,MN,2995044,SIPO,Servicios del Hogar,6748.0
